CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8102","SOCL 215","2","Media and Crime","3","  AIII","Lec","MWF","1000-1050","LUTR 142","Zhang, C","0","Closed",
"8103","SOCL 295","1","Sp Tpc: Exploring Social World","3","","Lec","MWF","1000-1050","LUTR 264","Lewis, M","3","Open",
"8104","SOCL 301","W1","WI:  Sociological Theory","3","  WI","Lec","TR","1330-1445","LUTR 167","Randolph, A","0","Closed",
"8105","SOCL 301","W2","WI:  Sociological Theory","3","  WI","Lec","TR","1500-1615","LUTR 131","Randolph, A","0","Closed",
"8106","SOCL 303","1","The Family in Transition","3","","Lec","TR","1630-1745","LUTR 167","Orr, R","0","Closed",
"8107","SOCL 303","2","The Family in Transition","3","","Lec","TR","1800-1915","LUTR 167","Orr, R","0","Closed",
"8108","SOCL 304","1","Socialization and Society","3","","Lec","MW","1600-1715","LUTR 142","Orr, R","0","Closed",
"8109","SOCL 304","2","Socialization and Society","3","","Lec","MW","1930-2045","LUTR 142","Orr, R","0","Closed",
"9198","SOCL 306","1","Social Psychology","3","","Lec","TR","1500-1615","FORBES 2015","Hart, J W.","1","Open",
"8110","SOCL 309","1","The Refugee Experience","3","  AIGM","Lec","TR","0930-1045","LUTR 167","Gustafsson, M Lan","0","Closed",
"9186","SOCL 309","2","The Refugee Experience","3","  AIGM","Lec","TR","1500-1615","LUTR 167","Gustafsson, M Lan","0","Closed",
"8111","SOCL 314","1","Education, Culture and Society","3","","Lec","MWF","0900-0950","LUTR 242","Weber, R","0","Closed",
"8112","SOCL 314","2","Education, Culture and Society","3","","Lec","MWF","1400-1450","LUTR 170","McLeer, J","0","Closed",
"8113","SOCL 314","3","Education, Culture and Society","3","","Lec","MWF","1500-1550","LUTR 167","McLeer, J","1","Open",
"8114","SOCL 314L","1","Educ, Culture and Society Lab","1","","Lab","M","1100-1215","ARR ","Powell, L","0","Closed",
"8115","SOCL 314L","2","Educ, Culture and Society Lab","1","","Lab","T","1100-1215","ARR ","Roadarmel, L","11","Open",
"8116","SOCL 314L","3","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","ARR ","Chappell, C","0","Closed",
"8117","SOCL 314L","4","Educ, Culture and Society Lab","1","","Lab","R","1500-1615","ARR ","Kohr, R","0","Closed",
"8118","SOCL 316","1","Racial and Ethnic Relations","3","","Lec","TR","1330-1445","LUTR 242","Gautam, R","0","Closed",
"8119","SOCL 316","2","Racial and Ethnic Relations","3","","Lec","TR","1500-1615","LUTR 242","Gautam, R","0","Closed",
"8120","SOCL 316","3","Racial and Ethnic Relations","3","","Lec","MW","1600-1715","LUTR 242","Randolph, A","0","Closed",
"8121","SOCL 316","4","Racial and Ethnic Relations","3","","Lec","MW","1800-1915","LUTR 131","Randolph, A","1","Open",
"9226","SOCL 318","1","Social Problems","3","","Lec","TR","1800-1915","MCM 112","McLeer, J L.","0","Closed",
"8122","SOCL 319","1","Deviant Behavior","3","","Lec","TR","1630-1745","LUTR 131","Zhang, B Cynthia","0","Closed",
"8123","SOCL 319","2","Deviant Behavior","3","","Lec","TR","1800-1915","LUTR 131","Zhang, C","0","Closed",
"8125","SOCL 320","1","Media and Popular Culture","3","  AIII","Lec","TR","1330-1445","FORBES 2074","Waldron, L M.","0","Closed",
"8126","SOCL 321","1","Criminology","3","","Lec","MWF","1300-1350","LUTR 142","Briddell, L","0","Closed",
"8127","SOCL 321","2","Criminology","3","","Lec","MWF","1400-1450","LUTR 167","Briddell, L","0","Closed",
"8128","SOCL 392","1","Statistics for Social Research","3","","Lec","MWF","1100-1150","MCM 110","Harris, J Dean","0","Closed",
"8129","SOCL 392","2","Statistics for Social Research","3","","Lec","MWF","1200-1250","MCM 110","Harris, J Dean","1","Open",
"8130","SOCL 480","W1","WI:Research Methods and Design","3","  WI","Lec","TR","1100-1215","LUTR 167","Waldron, L","0","Closed",
"8131","SOCL 480","W2","WI:Research Methods and Design","3","  WI","Lec","TR","1100-1215","LUTR 157","Briddell, L","0","Closed",
"8132","SOCL 491","1","Practicum in Sociology","3","","Pra","","","ARR ","Finn, J","0","Closed",
"8133","SOCL 492","1","Readings in  Sociology","1 - 3","","Ind","","","ARR ","Timmer, A; Finn, J; Orr, R","0","Closed",
"8134","SOCL 495","1","Sp Tpc: School Violence","3","","Lec","W","1800-2045","LUTR 167","Waldron, L M.","2","Open",
"9318","SOCL 499","1","Ind St:Alz and Dementia Care","3","","Ind","","","ARR ","Timmer, A","0","Closed",
"9409","SOCL 499","2","Ind St:Rural Schools &amp; Inequal","3","","Ind","","","ARR ","Waldron, L","0","Closed",
"8135","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1100-1215","MCM 114","Valutis, S","0","Closed",
"8136","SOWK 211","1","Human Behavior II","3","  AIII","Lec","TR","0930-1045","MCM 114","Valutis, S","14","Open",
"8137","SOWK 302","1","Social Work Practice II","3","","Lec","TR","1330-1445","MCM 262","Russett, J","15","Open",
"8138","SOWK 366","1","Social Policy Analysis","3","","Lec","TR","1100-1215","LUTR 242","Griffiths, D","11","Open",
"8139","SOWK 393","W1","WI: Methds of Soc Work Resrch","3","  AIIF  WI","Lec","TR","0800-0915","LUTR 142","Griffiths, D","6","Open",
"8140","SOWK 402","1","Field Instruction II","6","","Lec","M","1200-1350","LUTR 111","Griffiths, D","0","Closed",
"8141","SOWK 402","2","Field Instruction II","6","","Lec","W","1200-1350","LUTR 111","Griffiths, D","0","Closed",
"8142","SOWK 402","3","Field Instruction II","6","","Lec","","","ARR ","Russett, J","0","Closed",
"8143","SOWK 498","1","Senior Seminar in Social Work","3","","Lec","W","1800-2045","FORBES 2070C","Valutis, S","5","Open",
"9089","SPAN 102","1","Beginning Spanish II","3","","Lec","MWF","0800-0850","MCM 314","Varo Varo, A ","2","Open",
"9090","SPAN 102","2","Beginning Spanish II","3","","Lec","MWF","1300-1350","MCM 362","Varo Varo, A","0","Closed",
"9091","SPAN 102","3","Beginning Spanish II","3","","Lec","TR","1800-1915","MCM 314","Morales-Diaz, M","0","Closed",
"9092","SPAN 102","4","Beginning Spanish II","3","","Lec","TR","0800-0915","MCM 314","Shaw, S","1","Open",
"9093","SPAN 102","5","Beginning Spanish II","3","","Lec","TR","1630-1745","MCM 312","Morales-Diaz, M","0","Closed",
"9094","SPAN 200","1","Eff Comm in Spanish","3","  LLF","Lec","MWF","1000-1050","FERG 208","Deller, C","0","Closed",
"9103","SPAN 200","10","Eff Comm in Spanish","3","  LLF","Lec","MW","1600-1715","MCM 260","Freeman, D","0","Closed",
"9104","SPAN 200","11","Eff Comm in Spanish","3","  LLF","Lec","MWF","1200-1250","MCM 262","Valdez, E","3","Open",
"9105","SPAN 200","12","Eff Comm in Spanish","3","  LLF","Lec","TR","0800-0915","MCM 316","Caballero, S","3","Open",
"9106","SPAN 200","13","Eff Comm in Spanish","3","  LLF","Lec","TR","0930-1045","MCM 216","Miller, E","1","Open",
"9107","SPAN 200","14","Eff Comm in Spanish","3","  LLF","Lec","MWF","1300-1350","MCM 262","Valdez, E","0","Closed",
"9108","SPAN 200","15","Eff Comm in Spanish","3","  LLF","Lec","TR","1100-1215","MCM 216","Miller, E M","0","Closed",
"9110","SPAN 200","17","Eff Comm in Spanish","3","  LLF","Lec","TR","1100-1215","FERG 221","Caballero, S","0","Closed",
"9111","SPAN 200","18","Eff Comm in Spanish","3","  LLF","Lec","MWF","1400-1450","MCM 216","McCoy, C","1","Open",
"9112","SPAN 200","19","Eff Comm in Spanish","3","  LLF","Lec","MWF","1500-1550","MCM 216","McCoy, C","7","Open",
"9095","SPAN 200","2","Eff Comm in Spanish","3","  LLF","Lec","MWF","1100-1150","FERG 208","Deller, C","1","Open",
"9208","SPAN 200","21","Eff Comm in Spanish","3","  LLF","Lec","MWF","1100-1150","FORBES 3014","McCoy, C I.","2","Open",
"9209","SPAN 200","22","Eff Comm in Spanish","3","  LLF","Lec","MWF","1200-1250","FORBES 2070C","McCoy, C I.","3","Open",
"9096","SPAN 200","3","Eff Comm in Spanish","3","  LLF","Lec","TR","1330-1445","MCM 316","Velardi, D ","2","Open",
"9097","SPAN 200","4","Eff Comm in Spanish","3","  LLF","Lec","MWF","1200-1250","FERG 208","Deller, C","1","Open",
"9098","SPAN 200","5","Eff Comm in Spanish","3","  LLF","Lec","TR","1630-1745","MCM 366","Jelambi, G ","2","Open",
"9099","SPAN 200","6","Eff Comm in Spanish","3","  LLF","Lec","TR","1500-1615","MCM 312","Jelambi, G ","0","Closed",
"9100","SPAN 200","7","Eff Comm in Spanish","3","  LLF","Lec","TR","1100-1215","FORBES 3014","Velardi, D","3","Open",
"9101","SPAN 200","8","Eff Comm in Spanish","3","  LLF","Lec","MWF","0900-0950","TRIB 208","Valdez, E","2","Open",
"9102","SPAN 200","9","Eff Comm in Spanish","3","  LLF","Lec","MW","1800-1915","MCM 260","Freeman, D","1","Open",
"9114","SPAN 201","1","Intermediate Spanish I","3","  LLF","Lec","MWF","0800-0850","FERG 208","Edery, I K.","10","Open",
"9115","SPAN 201","2","Intermediate Spanish I","3","  LLF","Lec","MWF","0900-0950","FERG 208","Edery, I K.","5","Open",
"9116","SPAN 202","1","Intermediate Spanish II","3","  LLF","Lec","MWF","1300-1350","MCM 164","Edery, I","7","Open",
"9117","SPAN 202","2","Intermediate Spanish II","3","  LLF","Lec","MWF","1200-1250","MCM 164","Edery, I","2","Open",
"9119","SPAN 202","4","Intermediate Spanish II","3","  LLF","Lec","MWF","1400-1450","MCM 164","Varo Varo, A","6","Open",
"9120","SPAN 302","1","Adv Spanish Conversation","3","  LLF","Lec","TR","1100-1215","FERG 222","Finley, S E.","1","Open",
"9121","SPAN 302","2","Adv Spanish Conversation","3","  LLF","Lec","TR","0800-0915","MCM 357","Finley, S E.","5","Open",
"9122","SPAN 303","1","Spanish in the Digital Age","3","  LLF","Lec","TR","1100-1215","MCM 110","Gordon, R F.","1","Open",
"9123","SPAN 303","2","Spanish in the Digital Age","3","  LLF","Lec","TR","0930-1045","MCM 110","Gordon, R F.","12","Open",
"9207","SPAN 314","1","Business Spanish","3","  LLF","Lec","TR","0930-1045","MCM 262","Velardi, D ","1","Open",
"9125","SPAN 321","2","Techiques of Translation","3","  LLF","Lec","TR","0930-1045","FERG 222","Finley, S","4","Open",
"9126","SPAN 352","1","Intro to Latin-American Lit","3","  AIGM  LLF","Lec","TR","1500-1615","MCM 207","Gordon, R","5","Open",
"9235","SPAN 473","1","Hispanic Lit and Social Issues","3","  AIII  LLF","Lec","MWF","1100-1150","MCM 312","Varo Varo, A ","9","Open",
"9128","TCHG 510","1","Internship","8","","Int","MTWRF","0800-1550","ARR ","Bauer, M","8","Open",
"9137","TCHG 510","10","Internship","8","","Int","MTWRF","0800-1550","ARR ","Pantelides, J","10","Open",
"9138","TCHG 510","11","Internship","8","","Int","MTWRF","0800-1550","ARR ","Powell, L","0","Closed",
"9243","TCHG 510","12","Internship","8","","Int","MTWRF","0800-1550","ARR ","Forrest, B","2","Open",
"9140","TCHG 510","13","Internship","8","","Int","MTWRF","0800-1550","ARR ","Graef, M","8","Open",
"9141","TCHG 510","14","Internship","8","","Int","MTWRF","0800-1550","ARR ","Perry, M","8","Open",
"9142","TCHG 510","15","Internship","8","","Int","MTWRF","0800-1550","ARR ","Creech, D J.","8","Open",
"9143","TCHG 510","16","Internship","8","","Int","MTWRF","0800-1550","ARR ","Timmer, D","9","Open",
"9245","TCHG 510","17","Internship","8","","Int","MTWRF","0800-1550","ARR ","Walker, J","2","Open",
"9145","TCHG 510","18","Internship","8","","Int","MTWRF","0800-1550","ARR ","Winter, L","9","Open",
"9146","TCHG 510","19","Internship","8","","Int","MTWRF","0800-1550","ARR ","Wright, M","11","Open",
"9129","TCHG 510","2","Internship","8","","Int","MTWRF","0800-1550","ARR ","Carter, R","3","Open",
"9241","TCHG 510","20","Internship","8","","Int","MTWRF","0800-1550","ARR ","Lenhart, S","2","Open",
"9242","TCHG 510","21","Internship","8","","Int","MTWRF","0800-1550","ARR ","Young, K B.","4","Open",
"9369","TCHG 510","22","Internship","8","","Int","MTWRF","0800-1550","ARR ","Holler, E ","3","Open",
"9130","TCHG 510","3","Internship","8","","Int","MTWRF","0800-1550","ARR ","Filetti, J","11","Open",
"9131","TCHG 510","4","Internship","8","","Int","MTWRF","0800-1550","ARR ","Grau, M","10","Open",
"9132","TCHG 510","5","Internship","8","","Int","MTWRF","0800-1550","ARR ","Hawkins, M","9","Open",
"9133","TCHG 510","6","Internship","8","","Int","MTWRF","0800-1550","ARR ","Hutchinson, M","7","Open",
"9134","TCHG 510","7","Internship","8","","Int","MTWRF","0800-1550","ARR ","Kohr, R","10","Open",
"9135","TCHG 510","8","Internship","8","","Int","MTWRF","0800-1550","ARR ","Short, C","11","Open",
"9136","TCHG 510","9","Internship","8","","Int","MTWRF","0800-1550","ARR ","VanDervort, D","9","Open",
"8844","TCHG 511","1","Internship I","4","","Int","MTWRF","0800-1550","ARR ","Grau, M","2","Open",
"8845","TCHG 511","2","Internship I","4","","Int","MTWRF","0800-1550","ARR ","Short, C","3","Open",
"9249","TCHG 511","3","Internship I","4","","Int","MTWRF","0800-1550","ARR ","Kohr, R","3","Open",
"8840","TCHG 580","1","Technology for Teachers","1","","Lec","TR","1600-1900","ARR ","Bridge, L","3","Open",
"8841","TCHG 580","2","Technology for Teachers","1","","Lec","T","1600-1900","ARR ","Bridge, L","6","Open",
"8842","TCHG 580","3","Technology for Teachers","1","","Lec","TR","1600-1900","ARR ","Elgert, E","1","Open",
"8843","TCHG 580","4","Technology for Teachers","1","","Lec","R","1600-1900","ARR ","Elgert, E","9","Open",
"9251","TCHG 599","1","Ind St: ESL in Bilingual Schoo","1 - 6","","Ind","","","ARR ","Sprague, M","0","Closed",
"8572","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Ironmonger-Mann, C","0","Closed",
"8573","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Mooney, C","0","Closed",
"8574","THEA 200","1","Principles of Arts Admin","3","","Lec","MWF","1500-1550","FERG 223","Godwin, L","3","Open",
"8601","THEA 200L","1","Arts Administration Practicum","1","","Pra","W","1600-1650","FERG 223","Godwin, L","0","Closed",
"8575","THEA 210","1","The Dramatic Impulse","3","  AICE","Lec","MWF","0900-0950","FERG 221","Godwin, L Grace","0","Closed",
"8576","THEA 210","2","The Dramatic Impulse","3","  AICE","Lec","MWF","1100-1150","FERG 221","Godwin, L","0","Closed",
"8577","THEA 210","3","The Dramatic Impulse","3","  AICE","Lec","TR","1330-1445","FERG 207","Gillman, D ","1","Open",
"8578","THEA 230","1","Pract Act:Brdway to Boardroom","3","  AICE","Lec","MW","1430-1545","FERG T107","Insley, A","0","Closed",
"8579","THEA 230","2","Pract Act:Brdway to Boardroom","3","  AICE","Lec","MW","1600-1715","FERG T107","Insley, A","0","Closed",
"8580","THEA 232","1","Acting I","3","","Lec","MW","1100-1215","FERG T107","Lloyd, G","0","Closed",
"8581","THEA 250","1","Scene Design and Technology","3","  AICE","Lec","MW","1100-1215","FERG 223","Marshall, D","13","Open",
"8602","THEA 250L","1","Backstage Practicum","1","","Lab","MTWRFS","1900-2100","ARR ","Sweet, T","15","Open",
"8603","THEA 250L","2","Backstage Practicum","1","","Lab","MTWRFS","1900-2100","ARR ","Sweet, T","23","Open",
"8582","THEA 252","1","Costume Design and Technology","3","","Lec","MW","1100-1215","FERG 222","Jaremski, K","1","Open",
"8584","THEA 336","1","Fundamentals of Play Directing","3","","Lec","MW","1300-1415","FERG T107","Gillman, D","7","Open",
"8585","THEA 346","1","History of Musical Theater","3","","Lec","TR","1500-1615","FERG 220","Hillow, G","14","Open",
"8586","THEA 351","1","Tech Theater II","3","","Lec","TR","1100-1215","FERG 223","Sweet, T","11","Open",
"8587","THEA 354","1","Scene Design","3","","Lec","TR","1330-1445","FERG 222","Hillow, G","11","Open",
"8588","THEA 356","1","Lighting Design","3","","Lec","MW","0930-1045","FERG 223","Marshall, D","9","Open",
"8589","THEA 365","W1","WI: Playwriting","3","  AICE  WI","Lec","TR","0930-1045","FERG 223","Sweet, T","0","Closed",
"8590","THEA 380","1","Production","0 - 3","","Pra","MTWRF","1900-2300","FERG T107","Iorio, J","0","Closed",
"8591","THEA 380","2","Production","0 - 3","","Pra","MTWRF","1900-2300","FERG T107","Lloyd, L","0","Closed",
"8592","THEA 381","1","Production in Dance","0 - 2","","Pra","MTWRF","1900-2300","FERG T177","Mazzocca, A","0","Closed",
"8593","THEA 430","1","Acting III","3","","Lec","TR","1330-1445","FERG T107","Iorio, J","0","Closed",
"8594","THEA 432","1","The Actor&#39;s Voice II","3","","Lec","TR","1500-1615","FERG T107","Iorio, J","6","Open",
"8595","THEA 438","1","A Call to Arms, Saber","3","","Lec","TR","1100-1215","FERG T107","Lloyd, G","0","Closed",
"8596","THEA 438","2","A Call to Arms, Saber &amp; Staff","3","","Lec","TR","0930-1045","FERG T107","Lloyd, G","6","Open",
"8597","THEA 452","1","Costume Design","3","","Lec","MW","0930-1045","FERG 222","Jaremski, K","7","Open",
"8598","THEA 491","1","Theater Practicum","1 - 3","","Pra","","","ARR ","Hillow, G","0","Closed",
"8599","THEA 492","1","Arts Admin Internship","3","","Int","","","ARR ","Godwin, L","0","Closed",
"8600","THEA 498","1","Thesis Project","3","","Ind","","","ARR ","Sweet, T","4","Open",
"9410","THEA 499","1","Ind St: Advanced Voice/Speech","1 - 3","","Ind","","","ARR ","Iorio, J ","0","Closed",
"9459","THEA 499","2","Ind St: Dramaturgy","1 - 3","","Ind","","","ARR ","Godwin, L Grace","0","Closed",
